mileage,make,fuel,gear,offerType,price,hp,year
18819,57,2,0,4,24900,150.0,2020
18777,50,7,0,4,24962,150.0,2020
10,57,7,0,3,24500,110.0,2021
10,57,7,0,3,24680,110.0,2021
5,38,7,0,3,24790,122.0,2021
10,43,7,0,3,24890,131.0,2021
5,38,7,1,3,24890,150.0,2021
15,31,7,1,3,24990,140.0,2021
0,25,5,0,3,24990,141.0,2021
10,23,7,1,3,25390,150.0,2021
2500,43,3,0,4,25650,136.0,2021
5,38,7,0,3,25690,122.0,2021
10,50,7,0,3,25950,150.0,2021
4,43,7,0,0,25950,145.0,2021
10,22,3,0,3,25989,118.0,2021
4990,57,7,1,4,25995,114.0,2021
1000,43,7,0,4,26450,131.0,2021
5,38,7,1,0,26490,165.0,2021
50,38,7,1,0,26490,150.0,2021
15,31,2,0,3,26490,136.0,2021
5,38,7,1,3,26890,165.0,2021
5,38,7,1,3,26890,165.0,2021
121899,43,7,1,4,5290,101.0,2011
104448,25,7,1,4,5299,109.0,2011
110387,13,7,1,4,5450,120.0,2011
100700,57,7,1,4,5490,60.0,2011
194890,57,7,1,4,5490,86.0,2011
194405,41,2,1,4,5499,177.0,2011
148732,43,2,0,4,5499,101.0,2011
94900,45,7,1,4,5499,95.0,2011
100000,50,7,1,4,5500,86.0,2011
123000,43,7,1,4,5500,140.0,2011
116700,57,2,1,4,5500,75.0,2011
117184,43,2,1,4,5500,110.0,2011
52890,23,7,1,4,5690,82.0,2011
158000,23,2,1,4,5700,95.0,2011
64000,43,7,1,4,5790,87.0,2011
67676,43,7,1,4,5790,87.0,2011
180000,23,7,1,4,5870,150.0,2011
85740,43,2,1,4,5890,75.0,2011
59000,11,7,1,4,5890,124.0,2011
151936,57,7,1,4,5690,86.0,2012
151936,57,7,1,4,5690,86.0,2012
148000,43,7,1,4,5700,140.0,2012
63874,57,7,1,4,5750,60.0,2012
117000,24,7,1,4,5750,99.0,2012
155500,57,7,1,4,5750,80.0,2012
99800,31,7,1,4,5750,86.0,2012
85000,43,7,1,4,5799,87.0,2012
65000,60,7,0,4,5800,71.0,2012
71300,60,7,0,4,5800,84.0,2012
153867,57,2,1,4,5800,75.0,2012
136400,43,7,1,4,5800,87.0,2012
113000,23,7,1,4,5850,82.0,2012
41825,57,7,1,4,5950,60.0,2012
85000,43,7,1,4,5975,86.0,2012
156899,5,7,1,4,5990,86.0,2012
95000,45,2,1,4,5999,163.0,2012
97000,31,7,1,4,6250,105.0,2012
72000,57,7,1,4,6299,60.0,2012
155000,48,2,0,4,6500,110.0,2013
155000,48,2,0,4,6550,110.0,2013
91300,23,7,1,4,6590,82.0,2013
84604,57,7,1,4,6649,75.0,2013
118356,37,7,1,4,6680,98.0,2013
87000,22,7,1,4,6699,69.0,2013
110000,25,7,1,4,6700,90.0,2013
188112,57,2,1,4,6760,105.0,2013
71000,23,7,1,4,6799,80.0,2013
170900,37,7,1,4,6850,122.0,2013
183500,37,7,0,4,6850,122.0,2013
141460,31,7,1,4,6890,99.0,2013
101759,37,2,1,4,6900,111.0,2013
131770,43,2,1,4,6900,110.0,2013
134000,43,7,1,4,6900,140.0,2013
51500,43,7,1,4,6950,69.0,2013
50000,43,7,1,4,6950,69.0,2013
109200,23,7,1,4,6950,101.0,2013
133400,43,7,1,4,6980,87.0,2013
15750,48,3,0,4,6990,11.0,2013
78500,60,7,1,4,6990,71.0,2014
102000,23,7,1,4,6990,80.0,2014
147000,48,2,0,4,6999,110.0,2014
57000,13,7,1,4,6999,120.0,2014
56700,22,7,1,4,7200,69.0,2014
60655,43,7,1,4,7290,86.0,2014
35000,22,7,1,4,7300,105.0,2014
64467,55,7,1,4,7390,69.0,2014
125000,49,7,1,4,7399,105.0,2014
59000,43,7,1,4,7399,69.0,2014
85400,50,7,1,4,7400,86.0,2014
105000,13,2,1,4,7400,92.0,2014
187247,57,2,1,4,7449,105.0,2014
35000,13,7,1,4,7450,82.0,2014
69191,25,7,1,4,7490,86.0,2014
210000,57,2,1,4,7500,110.0,2014
63458,18,2,1,4,7500,90.0,2014
156133,53,2,1,4,7599,120.0,2014
133000,31,2,1,4,7600,128.0,2014
26592,48,3,0,4,6880,92.0,2015
174900,48,2,1,4,6890,110.0,2015
102000,49,2,1,4,6900,90.0,2015
70000,45,7,1,4,6980,82.0,2015
129520,50,7,1,4,6985,60.0,2015
48500,60,7,1,4,6990,71.0,2015
122492,43,2,1,4,6990,110.0,2015
67716,49,7,1,4,6990,69.0,2015
48000,55,7,1,4,6990,69.0,2015
147000,50,2,1,4,6990,105.0,2015
106769,25,7,1,4,6990,87.0,2015
160000,13,2,1,4,6999,99.0,2015
112600,42,2,1,4,7140,90.0,2015
120500,23,2,1,4,7200,116.0,2015
22000,45,7,1,4,7200,69.0,2015
108141,43,7,1,4,7290,101.0,2015
56577,45,7,1,4,7300,68.0,2015
62760,25,7,1,4,7360,67.0,2015
100100,31,7,1,4,7440,109.0,2015
144172,43,2,1,4,6680,110.0,2016
132957,43,2,1,4,6680,110.0,2016
32250,22,7,1,4,6700,69.0,2016
156084,43,2,1,4,6780,110.0,2016
57454,45,7,1,4,6790,69.0,2016
63900,53,7,1,4,6800,68.0,2016
215334,43,2,1,4,6880,120.0,2016
70300,57,7,1,4,6900,75.0,2016
56150,41,7,1,4,6950,80.0,2016
58700,50,7,1,4,6950,60.0,2016
137068,43,2,1,4,6980,110.0,2016
165988,43,2,1,4,6980,136.0,2016
145781,38,7,1,4,6980,75.0,2016
30500,22,7,1,4,6990,69.0,2016
186437,23,2,0,4,6990,150.0,2016
122625,42,2,1,4,6999,90.0,2016
68900,55,7,1,4,7000,69.0,2016
110000,23,7,1,4,7000,82.0,2016
49000,45,7,1,4,7090,82.0,2016
55264,48,7,1,4,7250,69.0,2016
72450,57,2,0,4,28749,239.0,2017
52450,39,2,0,4,28749,170.0,2017
59880,6,2,0,4,28749,190.0,2017
49750,6,2,0,4,31449,190.0,2017
6735,43,7,1,4,8980,73.0,2018
32384,43,7,1,4,9450,69.0,2018
12,43,7,1,3,9780,73.0,2018
17116,43,7,1,4,9980,69.0,2018
65254,43,7,1,4,9980,69.0,2018
65845,43,7,1,4,9980,69.0,2018
37408,43,7,1,4,10480,69.0,2018
79588,43,7,1,4,11480,105.0,2018
132685,39,2,1,4,13999,109.0,2018
26661,43,7,1,4,14580,105.0,2018
6324,43,7,1,4,14980,82.0,2018
98184,43,7,1,4,15450,140.0,2018
99834,43,2,0,4,15450,136.0,2018
38500,41,7,1,4,15480,117.0,2018
48000,5,2,1,4,16900,116.0,2018
44842,48,7,1,4,16900,116.0,2019
26100,23,7,1,4,17450,125.0,2019
12328,23,7,1,4,17777,125.0,2019
33456,50,7,1,4,17850,150.0,2019
23995,37,2,1,4,18490,116.0,2019
1510,57,7,0,4,18880,95.0,2019
48900,23,7,1,4,18900,150.0,2019
11365,23,7,1,4,18980,150.0,2019
20063,23,7,1,4,19490,140.0,2019
10,23,7,1,4,19950,125.0,2019
20500,23,7,1,4,19990,150.0,2019
42200,23,2,1,4,19990,101.0,2019
14000,38,2,0,4,20890,116.0,2019
19600,23,7,1,4,20900,150.0,2019
27252,43,7,0,4,20990,131.0,2019
8400,39,7,1,4,21500,109.0,2019
21374,17,7,1,0,21990,101.0,2019
16980,6,3,0,4,23900,184.0,2019
20150,23,7,1,4,24440,150.0,2019
17900,23,5,0,4,24490,188.0,2019
6800,23,5,1,4,18450,125.0,2020
5800,23,5,1,4,18450,125.0,2020
19250,23,7,1,4,18900,140.0,2020
9800,23,7,1,4,18990,140.0,2020
13338,23,7,1,4,19790,125.0,2020
29500,38,7,0,0,19985,122.0,2020
25,48,7,0,4,19990,131.0,2020
8000,38,7,1,0,20885,121.0,2020
17850,49,7,1,4,20990,116.0,2020
100,50,7,1,4,20990,116.0,2020
756,17,7,1,0,21490,101.0,2020
6400,38,7,1,0,21980,121.0,2020
15000,57,7,1,4,22490,131.0,2020
15,25,5,1,3,22890,159.0,2020
10,13,2,1,3,23290,131.0,2020
9950,41,7,0,4,23770,150.0,2020
1000,23,5,1,4,24750,155.0,2020
10,23,7,1,4,24750,125.0,2020
8850,6,7,0,4,24900,140.0,2020
10,13,2,1,3,24990,131.0,2020
70,23,7,1,4,28990,150.0,2021
6,25,7,0,3,29500,150.0,2021
25,49,7,0,4,29650,150.0,2021
512,13,2,1,0,30790,120.0,2021
50,14,7,0,4,35990,190.0,2021
15,25,7,1,3,10550,67.0,2021
15,25,7,1,3,10550,67.0,2021
5,55,7,1,3,10890,72.0,2021
456,41,7,1,0,10890,71.0,2021
1500,55,7,1,0,10990,72.0,2021
1500,55,7,1,0,10990,72.0,2021
10,55,7,1,3,10990,72.0,2021
10,55,7,1,3,10990,72.0,2021
10,55,7,1,3,10990,72.0,2021
10,55,7,1,3,10990,72.0,2021
10,55,7,1,3,10990,72.0,2021
56841,18,7,1,4,2990,75.0,2011
130000,42,7,1,4,2990,80.0,2011
95000,43,7,1,4,2990,65.0,2011
132000,22,7,1,4,2999,69.0,2011
125000,19,7,1,4,3000,69.0,2011
152000,43,7,1,4,3090,87.0,2011
156500,50,7,1,4,3150,69.0,2011
112000,13,7,1,4,3190,68.0,2011
119000,48,7,1,4,3199,75.0,2011
90248,48,7,1,4,3200,75.0,2011
186571,43,7,1,4,3200,87.0,2011
145000,45,7,1,4,3250,95.0,2011
101000,48,7,1,4,3250,75.0,2011
120000,45,7,1,4,3300,75.0,2011
191000,50,7,1,4,3300,105.0,2011
130000,48,7,1,4,3300,75.0,2011
123500,45,7,1,4,3300,68.0,2011
172000,50,2,1,4,3300,75.0,2011
85000,45,7,1,4,3333,73.0,2011
94000,23,7,1,4,2250,69.0,2012
124000,13,7,1,4,2400,68.0,2012
110000,11,7,1,4,2690,68.0,2012
85000,25,7,1,4,2700,69.0,2012
225000,23,2,1,4,2700,110.0,2012
150488,22,7,1,4,2799,69.0,2012
224146,22,2,1,4,2890,75.0,2012
50800,11,7,1,4,2950,68.0,2012
212000,22,2,1,4,2990,84.0,2012
228000,43,2,1,4,3150,109.0,2012
124721,48,7,1,4,3200,75.0,2012
228000,43,2,1,4,3300,110.0,2012
135740,42,7,1,4,3300,80.0,2012
140000,60,7,0,4,3300,71.0,2012
122000,22,7,1,4,3380,69.0,2012
94064,48,7,1,4,3399,75.0,2012
95000,48,7,1,4,3400,75.0,2012
198000,43,7,1,4,3450,86.0,2012
155600,48,2,1,4,3490,68.0,2012
120000,50,7,1,4,3490,60.0,2012
83600,11,7,1,4,3950,69.0,2013
149903,50,7,1,4,3980,86.0,2013
71100,48,7,1,4,3990,75.0,2013
105000,13,7,1,4,3990,68.0,2013
150500,50,7,1,4,3990,86.0,2013
52736,48,7,1,4,3990,75.0,2013
62000,23,7,1,4,3990,69.0,2013
118000,22,7,1,4,3999,69.0,2013
107000,18,7,1,4,3999,75.0,2013
139000,11,7,1,4,3999,101.0,2013
173000,23,2,1,4,3999,125.0,2013
117500,50,7,1,4,3999,75.0,2013
114000,50,7,1,4,3999,75.0,2013
120000,42,7,1,4,3999,80.0,2013
130000,45,7,1,4,4000,82.0,2013
97000,50,7,1,4,4000,69.0,2013
185000,43,2,1,4,4000,95.0,2013
117000,23,7,1,4,4000,60.0,2013
96100,23,7,1,4,4099,69.0,2013
142400,43,7,1,4,4200,87.0,2013
116233,48,7,1,4,3490,75.0,2014
90000,23,7,1,4,3500,69.0,2014
80500,41,7,1,4,3850,71.0,2014
38000,41,7,1,4,3960,71.0,2014
170000,49,2,1,4,3990,75.0,2014
113000,31,7,1,4,3999,86.0,2014
90000,50,7,1,4,4190,60.0,2014
86000,22,7,1,4,4350,105.0,2014
60000,23,7,1,4,4399,69.0,2014
140000,49,7,1,4,4400,60.0,2014
128739,49,7,1,4,4490,60.0,2014
80000,45,7,1,4,4490,68.0,2014
170000,49,2,1,4,4500,90.0,2014
149985,18,7,1,4,4595,90.0,2014
198500,43,2,1,4,4600,110.0,2014
51627,23,7,1,4,4700,69.0,2014
178100,50,2,1,4,4700,75.0,2014
46700,50,7,0,4,15490,122.0,2015
112000,48,2,0,4,15500,160.0,2015
62120,39,2,0,4,15990,177.0,2015
60677,39,7,0,4,16950,122.0,2015
114307,5,2,1,4,16990,150.0,2015
103420,49,2,0,4,16990,140.0,2015
57572,39,7,1,4,17700,156.0,2015
47691,39,7,1,4,17800,156.0,2015
109462,6,2,0,4,18900,218.0,2015
123000,5,2,0,4,21990,190.0,2015
130000,18,7,1,4,3399,75.0,2015
121000,41,7,1,4,3990,71.0,2015
119466,22,7,1,4,4490,69.0,2015
91607,50,7,1,4,4498,60.0,2015
134400,48,7,1,4,4650,90.0,2015
114000,57,7,1,4,4700,75.0,2015
20000,43,7,1,4,16500,150.0,2016
49900,53,7,0,4,16890,120.0,2016
25135,42,3,0,4,16988,109.0,2016
18000,43,7,1,4,16990,150.0,2016
79800,38,2,1,4,16999,175.0,2016
20000,43,7,0,4,17700,150.0,2016
13000,43,2,1,4,17900,160.0,2016
59350,55,7,0,4,18390,147.0,2016
57900,23,2,0,4,18880,150.0,2016
65405,6,2,1,4,18990,190.0,2016
84186,23,2,0,4,20900,209.0,2016
78459,6,2,0,4,20960,190.0,2016
44622,5,2,0,4,20990,184.0,2016
150000,49,7,0,4,21499,220.0,2016
107200,39,2,0,4,22390,194.0,2016
66394,23,2,0,4,22780,209.0,2016
80999,57,2,0,4,22900,184.0,2016
88900,39,2,0,4,23230,194.0,2016
79867,6,2,0,4,24990,200.0,2016
50100,31,2,0,4,29460,200.0,2017
59800,39,2,0,4,29740,170.0,2017
52848,6,2,0,4,29950,190.0,2017
130000,6,2,0,4,29999,190.0,2017
34000,39,7,0,4,29999,211.0,2017
81400,58,2,0,4,31339,235.0,2017
62900,6,7,0,4,32900,245.0,2017
71774,58,2,0,4,34229,235.0,2017
27000,55,8,0,4,34990,154.0,2017
47635,58,2,0,4,36807,235.0,2017
81489,58,2,0,4,37119,235.0,2017
50121,5,2,0,4,27930,190.0,2018
72750,34,7,0,4,28890,241.0,2018
10969,55,5,0,4,29900,122.0,2018
25900,5,2,0,0,31690,190.0,2018
45900,5,2,0,0,31750,190.0,2018
69000,39,2,0,4,31999,170.0,2018
47700,6,2,0,4,33300,190.0,2018
60633,58,2,0,4,34119,235.0,2018
39100,6,2,0,4,34700,190.0,2018
49261,58,2,0,4,34889,235.0,2018
24987,58,7,0,4,34889,190.0,2018
19994,34,2,0,4,34987,179.0,2018
54920,58,2,0,4,35779,235.0,2018
69500,58,2,0,4,36339,235.0,2018
42472,6,7,0,4,25490,140.0,2019
35900,5,2,0,4,25740,150.0,2019
30300,5,7,0,4,25770,150.0,2019
5528,55,7,1,4,25900,175.0,2019
11000,35,5,0,4,26990,179.0,2019
13000,43,7,0,4,28490,181.0,2019
61690,29,7,0,4,28750,200.0,2019
22972,55,5,0,4,28890,218.0,2019
56300,5,2,0,4,29440,190.0,2019
21471,55,5,0,4,29490,218.0,2019
23520,48,7,0,4,29870,224.0,2019
102660,58,2,0,4,29889,235.0,2019
35555,6,7,0,4,29990,192.0,2019
46000,5,7,0,4,29999,190.0,2019
18218,23,2,0,4,30450,190.0,2019
7000,25,3,0,4,30490,132.99098671726756,2019
23900,6,2,0,4,30900,190.0,2019
100,55,5,0,4,31950,218.0,2019
17980,6,7,0,4,32750,192.0,2019
50,55,7,1,3,22990,110.0,2020
5524,41,7,0,1,23072,150.0,2020
20,38,7,1,3,23330,150.0,2020
15262,23,7,0,1,23450,150.0,2020
19990,23,7,0,0,23585,150.0,2020
20,38,7,0,3,23790,150.0,2020
20,55,7,0,3,23790,122.0,2020
2500,57,7,0,1,23882,110.0,2020
22000,57,7,0,0,23949,150.0,2020
100,30,7,1,0,23993,120.0,2020
20,38,7,1,3,24329,150.0,2020
21115,38,7,1,1,24440,179.0,2020
15909,38,5,1,1,24450,179.0,2020
6400,23,2,1,0,24450,120.0,2020
20,1,7,1,3,24490,165.0,2020
15,25,7,1,3,24490,135.0,2020
15,25,7,0,3,24490,140.0,2020
20,55,5,0,3,24490,184.0,2020
4000,38,7,0,0,24500,121.0,2020
18332,23,7,0,4,24669,175.0,2020
7500,25,2,0,0,34390,136.0,2021
8502,48,2,1,0,34470,145.0,2021
10,43,3,0,0,34490,136.0,2021
2200,57,7,0,0,35960,150.0,2021
20,38,7,0,3,35990,194.0,2021
20,38,7,0,3,36640,194.0,2021
10,50,2,0,3,36990,200.0,2021
5,25,3,0,3,37880,204.0,2021
158095,43,7,1,4,4300,120.0,2011
223000,58,2,1,4,4300,114.0,2011
90000,23,7,1,4,4350,60.0,2011
75000,43,7,1,4,4399,69.0,2011
182000,23,2,1,4,4450,86.0,2011
53000,43,7,1,4,4490,69.0,2011
93060,38,7,1,4,4500,75.0,2011
59000,11,7,1,4,4590,86.0,2011
125000,45,2,1,4,4600,111.0,2011
145350,43,7,1,4,4650,120.0,2011
230000,6,2,1,4,4690,116.0,2011
182000,43,2,1,4,4750,131.0,2011
51900,55,7,1,4,4750,68.0,2011
185000,50,2,1,4,4799,90.0,2011
168563,45,2,1,4,4800,90.0,2011
216000,57,7,1,4,4800,122.0,2011
203525,57,2,1,4,4890,90.0,2011
214000,55,2,1,4,4900,177.0,2011
190000,52,2,1,4,4750,147.0,2012
79998,42,7,1,4,4790,80.0,2012
73000,43,7,1,4,4790,69.0,2012
113946,11,7,1,4,4797,140.0,2012
136000,48,7,1,4,4800,101.0,2012
123000,50,7,1,4,4850,69.0,2012
99000,11,7,1,4,4890,101.0,2012
183295,13,2,1,4,4890,111.0,2012
183295,13,2,1,4,4890,111.0,2012
131300,49,7,1,4,4900,105.0,2012
160200,50,7,1,4,4900,105.0,2012
70100,42,7,1,4,4950,88.0,2012
149000,48,7,1,4,4950,101.0,2012
208000,43,7,1,4,4950,150.0,2012
208000,43,1,1,4,4950,150.0,2012
208000,43,7,1,4,4950,150.0,2012
208000,43,1,1,4,4950,150.0,2012
74000,55,7,1,4,4990,69.0,2012
148000,57,2,1,4,5990,75.0,2013
48000,25,2,1,4,5990,75.0,2013
166500,49,2,1,4,5990,105.0,2013
187000,57,7,1,4,5990,160.0,2013
105815,45,7,1,4,5999,120.0,2013
85000,45,7,1,4,5999,156.0,2013
175000,45,7,1,4,6000,125.0,2013
165000,57,2,1,4,6000,105.0,2013
169217,23,2,0,4,6100,163.0,2013
62800,43,7,1,4,6195,86.0,2013
115381,48,7,1,4,6200,90.0,2013
158300,48,2,1,4,6250,110.0,2013
86000,43,7,1,4,6299,87.0,2013
160000,25,2,1,4,6300,128.0,2013
40910,57,7,1,4,6300,60.0,2013
224000,23,2,1,4,6390,116.0,2013
139000,45,2,0,4,6400,114.0,2013
100000,57,2,1,4,6463,75.0,2013
99700,31,2,1,4,6490,90.0,2013
73000,25,7,1,4,5999,86.0,2014
42000,57,7,1,4,5999,75.0,2014
90000,57,7,1,4,6100,75.0,2014
51000,43,7,1,4,6199,86.0,2014
80300,43,7,1,4,6199,101.0,2014
36151,49,7,1,4,6200,75.0,2014
45000,49,7,1,4,6200,60.0,2014
62000,60,7,1,4,6200,71.0,2014
77000,25,7,1,4,6250,87.0,2014
37800,48,7,0,4,6280,75.0,2014
75500,50,7,1,4,6280,60.0,2014
79579,57,7,1,4,6290,75.0,2014
110000,48,2,1,4,6350,110.0,2014
87700,49,7,1,4,6390,105.0,2014
193000,45,2,1,4,6400,120.0,2014
30000,50,7,1,4,6400,75.0,2014
74990,43,7,1,4,6440,87.0,2014
97500,22,7,1,4,6449,69.0,2014
40000,24,7,1,4,6450,90.0,2014
52000,49,7,1,4,6499,69.0,2014
108500,50,7,1,4,6490,75.0,2015
42166,45,7,1,4,6499,69.0,2015
22500,48,3,1,4,6500,92.0,2015
26553,50,7,1,4,6570,60.0,2015
64000,57,7,1,4,6650,60.0,2015
123750,43,7,1,4,6700,150.0,2015
56300,13,7,1,4,6740,68.0,2015
71000,43,7,1,4,6800,90.0,2015
131000,57,2,1,4,6850,140.0,2015
65794,50,7,1,4,6890,60.0,2015
165000,57,2,1,4,6900,110.0,2015
129900,43,2,1,4,6950,110.0,2015
30000,43,7,1,4,6980,75.0,2015
63550,48,7,1,4,6990,110.0,2015
92900,57,7,1,4,6990,60.0,2015
60899,57,7,1,4,6990,60.0,2015
26000,22,7,1,4,6990,69.0,2015
61831,13,7,1,4,6990,69.0,2015
49500,43,7,1,4,5490,75.0,2016
28000,49,7,1,4,5600,60.0,2016
86000,57,7,1,4,5700,60.0,2016
40301,57,7,1,4,5980,60.0,2016
139900,13,2,1,4,5990,99.0,2016
26000,22,7,1,4,5999,69.0,2016
58352,57,7,1,4,6195,60.0,2016
42000,50,7,1,4,6250,60.0,2016
49999,57,7,1,4,6320,60.0,2016
33000,31,7,1,4,6390,65.0,2016
120000,50,7,1,4,6390,75.0,2016
34961,49,7,1,4,6450,60.0,2016
64500,57,7,1,0,6489,60.0,2016
69500,57,7,1,0,6489,60.0,2016
69500,57,7,1,0,6489,60.0,2016
59535,57,7,1,4,6490,60.0,2016
64000,55,7,1,4,6499,69.0,2016
71000,22,7,1,4,6499,69.0,2016
60277,45,7,1,4,6499,82.0,2016
78000,23,7,1,4,6500,80.0,2016
1050,18,7,1,3,11999,90.0,2017
119721,6,2,1,4,12199,116.0,2017
12750,23,7,1,4,12450,90.0,2017
140700,49,2,0,4,12590,150.0,2017
44500,23,7,1,4,12950,101.0,2017
93360,43,2,1,4,12980,120.0,2017
138000,48,2,0,4,12990,163.0,2017
104751,6,7,1,4,12999,109.0,2017
80000,43,2,1,4,13380,136.0,2017
42100,31,7,1,4,13450,120.0,2017
99800,49,7,1,4,13490,125.0,2017
100559,57,2,0,4,13750,150.0,2017
42100,43,7,1,4,13900,105.0,2017
61000,23,2,1,4,13990,105.0,2017
31950,3,7,1,4,13990,150.0,2017
92680,23,2,0,4,14390,150.0,2017
97760,43,2,0,4,14870,131.0,2017
91100,38,7,1,4,14890,150.0,2017
75580,25,2,1,4,14890,136.0,2017
76100,43,2,1,4,14900,110.0,2017
104000,43,2,1,4,12900,160.0,2018
89870,23,2,0,4,12980,150.0,2018
7150,23,7,1,4,13290,86.0,2018
8600,23,7,1,4,13750,101.0,2018
91140,23,2,1,4,13990,150.0,2018
85771,6,2,1,4,13999,116.0,2018
19750,23,7,1,4,14450,125.0,2018
105950,23,2,1,4,14890,120.0,2018
45900,50,2,1,4,14900,110.0,2018
11250,23,7,1,4,15450,125.0,2018
35175,6,7,1,4,15499,136.0,2018
71521,6,2,1,4,15799,150.0,2018
111980,23,2,0,4,16290,150.0,2018
111257,6,2,0,4,16299,150.0,2018
45721,6,7,1,4,16299,136.0,2018
58970,25,2,0,4,16390,136.0,2018
29450,23,7,1,4,16450,140.0,2018
42521,6,7,1,4,16499,116.0,2018
39755,6,7,1,4,16499,136.0,2018
42755,6,7,0,4,16799,136.0,2018
7477,39,7,1,4,23880,136.0,2019
16961,39,7,1,4,23880,156.0,2019
6551,49,2,0,4,23960,116.0,2019
36803,57,7,0,4,24790,150.0,2019
16492,39,7,1,4,24880,136.0,2019
28368,49,2,0,4,24940,150.0,2019
9690,39,7,1,4,26880,156.0,2019
7935,39,7,0,4,27680,156.0,2019
14856,39,7,0,4,28480,163.0,2019
34093,58,2,0,4,28996,150.0,2019
19283,39,7,0,4,29480,190.0,2019
10000,50,7,0,0,29780,150.0,2019
12555,50,2,1,4,29780,150.0,2019
5000,39,7,0,4,29990,156.0,2019
12000,23,5,0,4,31390,190.0,2019
4487,39,7,1,4,31780,163.0,2019
16422,50,2,0,4,31980,150.0,2019
13950,5,7,1,4,31990,150.0,2019
17998,57,7,0,4,32550,230.0,2019
20980,23,2,0,4,33980,190.0,2019
10,50,7,1,3,13290,60.0,2020
4428,43,7,1,4,13380,101.0,2020
3574,50,7,1,4,13380,60.0,2020
10,50,7,1,3,13480,60.0,2020
10,50,7,1,3,13680,60.0,2020
10,50,7,1,3,13680,60.0,2020
10,50,7,1,3,13780,60.0,2020
10,50,7,1,3,13780,60.0,2020
10,50,7,1,3,13780,60.0,2020
10,50,7,1,3,13780,60.0,2020
10,50,7,1,3,13880,60.0,2020
10,50,7,1,3,13880,60.0,2020
10,50,7,1,3,13880,60.0,2020
10,50,7,1,3,13880,60.0,2020
10,50,7,1,3,13880,60.0,2020
17354,23,7,1,4,13995,86.0,2020
10,50,7,1,3,14270,95.0,2020
15,50,7,1,3,14380,95.0,2020
10,50,7,1,3,14580,60.0,2020
10,50,7,1,3,14580,95.0,2020
10,49,7,1,0,21890,95.0,2021
10,49,7,1,3,21980,95.0,2021
1,49,7,1,4,21980,116.0,2021
25,25,7,1,3,21990,120.0,2021
10,50,7,1,3,22980,116.0,2021
10,50,7,1,3,22990,110.0,2021
7,50,7,1,3,22990,116.0,2021
20,25,7,1,3,23333,120.0,2021
25,25,5,1,3,23490,120.0,2021
10,49,1,1,0,23590,90.0,2021
10,49,1,1,3,23590,90.0,2021
20,25,7,1,3,23777,120.0,2021
25,25,7,1,3,23990,120.0,2021
10,50,7,1,3,23990,110.0,2021
25,25,7,1,3,24444,120.0,2021
10,49,7,1,3,24680,110.0,2021
0,49,7,1,0,24680,110.0,2021
10,49,7,1,3,24680,110.0,2021
10,49,7,0,3,24890,110.0,2021
10,49,7,0,3,24890,110.0,2021
82000,23,7,1,4,3900,69.0,2011
99605,22,7,1,4,3940,69.0,2011
80239,60,7,0,4,3950,71.0,2011
215000,45,2,1,4,3950,111.0,2011
120000,25,9,1,4,3980,77.0,2011
51245,57,7,1,4,3990,60.0,2011
100000,43,7,1,4,3990,69.0,2011
51000,45,7,1,4,3990,95.0,2011
130780,25,7,1,4,3990,109.0,2011
226000,6,2,1,4,3999,143.0,2011
93000,22,7,1,4,3999,69.0,2011
172000,43,7,1,4,3999,116.0,2011
141151,45,7,1,4,3999,120.0,2011
174000,43,7,1,4,3999,116.0,2011
179000,50,7,1,4,4000,122.0,2011
147000,31,7,1,4,4000,69.0,2011
188000,48,2,1,4,4050,131.0,2011
160000,48,2,1,4,4100,131.0,2011
155000,31,7,1,4,4200,109.0,2011
156000,50,7,1,4,4290,69.0,2012
18200,48,3,0,4,4300,11.0,2012
65000,43,7,1,4,4444,69.0,2012
104720,50,7,1,4,4490,69.0,2012
151775,18,7,1,4,4490,87.0,2012
90304,45,7,1,4,4490,73.0,2012
105993,43,7,1,4,4490,69.0,2012
90677,55,7,1,4,4490,68.0,2012
122500,43,7,1,4,4500,69.0,2012
83900,60,7,0,4,4500,61.0,2012
130000,50,7,1,4,4599,86.0,2012
66500,57,7,1,4,4600,60.0,2012
206000,39,7,1,4,4650,95.0,2012
106180,55,7,1,4,4690,68.0,2012
207000,11,2,1,4,4700,131.0,2012
59200,60,7,2,4,4750,71.0,2012
119395,57,7,1,4,4770,60.0,2012
125000,43,7,1,4,4785,116.0,2012
179500,43,2,1,4,4800,125.0,2012
103820,22,2,1,4,4800,90.0,2012
78852,49,7,1,4,5200,105.0,2013
70700,22,7,1,4,5350,69.0,2013
76358,45,7,1,4,5390,68.0,2013
46500,22,7,1,4,5390,69.0,2013
90458,50,7,1,4,5400,86.0,2013
126000,43,2,1,4,5485,95.0,2013
83860,57,7,1,4,5490,60.0,2013
129909,50,7,0,4,5490,60.0,2013
211596,5,2,1,4,5490,105.0,2013
99578,55,7,1,4,5490,69.0,2013
139300,23,2,1,4,5499,95.0,2013
91000,60,7,0,4,5499,71.0,2013
142000,13,2,1,4,5500,92.0,2013
83000,37,7,1,4,5600,98.0,2013
43860,60,7,1,4,5600,71.0,2013
89000,23,7,1,4,5670,101.0,2013
43485,45,7,0,4,5685,68.0,2013
108500,57,7,1,4,5699,60.0,2013
124000,60,7,0,4,4880,71.0,2014
62523,57,7,1,4,4890,60.0,2014
111000,22,7,1,4,4950,69.0,2014
